         1517261 function calls (1488817 primitive calls) in 60.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\pytables.py:2643(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:1882(RandomPosterize)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:45(Tag)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\context.py:264(RuntimeErrorWithDiagnostic)
        6    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset9.py:2059(_interpolate)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\onnxruntime.py:599(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\symbol_database.py:44(SymbolDatabase)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\utils.py:435(hashable)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\trace_rules.py:2883(remove)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\source.py:395(TypeSource)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\types.py:69(DynamoGuardHook)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\functions.py:727(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\distributed.py:105(PlacementVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\tensor.py:890(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_inductor\config.py:334(decide_compile_threads)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\efficientnet.py:87(FusedMBConvConfig)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\mnasnet.py:34(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\swin_transformer.py:315(ShiftedWindowAttentionV2)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\threading.py:1229(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:1419(exists)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:845(__repr__)
        5    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:2047(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\cuda\__init__.py:1248(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\integer.py:207(Int8Dtype)
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\sparse\accessor.py:37(SparseAccessor)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\formats\format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\plotting\_misc.py:636(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\pytables.py:420(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:361(CenterCrop)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_type_utils.py:300(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset13.py:411(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\exporter.py:329(ResolvedExportOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\encoder.py:397(TagBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\descriptor.py:674(EnumDescriptor)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\descriptor_pool.py:1270(Default)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\message_listener.py:8(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\onnxruntime\capi\onnxruntime_inference_collection.py:466(IOBinding)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\utils.py:2109(numpy_operator_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\higher_order_ops.py:542(CondHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\torch.py:163(TorchCtxManagerClassVariable)
        6    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\symbolic_convert.py:477(break_graph_if_unsupported)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nested\_internal\nested_tensor.py:241(ViewBufferFromNested)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\googlenet.py:74(QuantizableGoogLeNet)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\platform.py:614(_syscmd_file)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\platform.py:938(release)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\_asarray.py:108(<setcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\typing_extensions.py:1432(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\_pytree.py:792(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\fx\experimental\symbolic_shapes.py:459(_advise_is_size)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\_config\config.py:269(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\floating.py:156(Float32Dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\dtypes\common.py:1255(is_1d_only_ea_dtype)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
       15    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\generic.py:339(_from_mgr)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\base.py:3774(get_loc)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\base.py:7687(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\methods\describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\formats\info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\reshape\merge.py:1894(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\pytables.py:4598(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\pytables.py:4702(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:60(Compose)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:1915(RandomSolarize)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\PIL\ImageFilter.py:351(Color3DLUT)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\registration.py:85(override)
        3    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset9.py:793(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\python_message.py:55(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\well_known_types.py:75(Timestamp)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\utils.py:450(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\functions.py:80(BaseUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\lists.py:296(ListVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\side_effects.py:24(MutableSideEffects)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\op_schema.py:161(TupleStrategy)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\ops\stochastic_depth.py:50(StochasticDepth)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\inception.py:215(InceptionB)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\inception.py:289(InceptionD)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\squeezenet.py:18(Fire)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\logging\__init__.py:1276(disable)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_sources.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\weak.py:182(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\arrow\accessors.py:62(ListAccessor)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\_config\config.py:220(DictWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\accessor.py:49(PandasDelegate)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\_decorators.py:100(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\managers.py:1781(_consolidate_inplace)
       12    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\accessors.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\resample.py:1724(DatetimeIndexResampler)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\resample.py:1860(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:189(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\exporter.py:278(ExportOptions)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\encoder.py:482(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\extension_dict.py:40(_ExtensionDict)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\well_known_types.py:512(ListValue)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\field_mask.py:13(FieldMask)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\bytecode_transformation.py:17(InstructionExnTabEntry)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\builtin.py:86(_polyfill_call_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\functions.py:292(UserMethodVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\distributed.py:208(ProcessGroupVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\misc.py:611(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\inception.py:125(QuantizableInception3)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexing.py:109(_IndexSlice)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\managers.py:1763(is_consolidated)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\construction.py:1006(convert_object_array)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\tools\datetimes.py:101(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\ops.py:364(BinOp)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\json\_json.py:325(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\parquet.py:148(BaseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:1032(TenCrop)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\_presets.py:22(ObjectDetection)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\_utils.py:19(StrEnum)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\convnext.py:30(LayerNorm2d)
